City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Weather Description
604,Laizhou,37.1717,119.9214,58.42,40,100,5.61,CN,2022-04-18 00:19:49,overcast clouds
605,Yining,29.0361,114.5636,52.21,92,100,1.63,CN,2022-04-18 00:19:49,overcast clouds
606,Hollister,36.8525,-121.4016,72.73,43,0,17.27,US,2022-04-18 00:19:50,clear sky
607,Riberalta,-10.9833,-66.1,71.76,86,42,4.05,BO,2022-04-18 00:19:50,scattered clouds
608,Nueva Germania,-23.9,-56.5667,67.68,61,70,3.18,PY,2022-04-18 00:19:51,broken clouds
609,Litovko,49.2361,135.1742,36.41,79,100,4.63,RU,2022-04-18 00:15:06,overcast clouds
610,Ocean City,39.2776,-74.5746,48.22,42,43,7.0,US,2022-04-18 00:19:51,scattered clouds
611,Lasa,46.6166,10.7002,43.68,74,5,2.48,IT,2022-04-18 00:19:52,clear sky
612,Touros,-5.1989,-35.4608,80.29,78,87,8.7,BR,2022-04-18 00:19:52,overcast clouds
613,Namatanai,-3.6667,152.4333,85.37,66,94,11.32,PG,2022-04-18 00:19:52,overcast clouds
614,Vihari,30.0333,72.35,82.18,13,74,6.91,PK,2022-04-18 00:19:53,broken clouds
615,Ulaangom,49.9811,92.0667,42.26,33,3,2.35,MN,2022-04-18 00:19:53,clear sky
616,Inyonga,-6.7167,32.0667,62.56,95,9,3.65,TZ,2022-04-18 00:19:53,clear sky
617,Aldama,22.9167,-98.0667,78.37,67,13,10.49,MX,2022-04-18 00:16:31,few clouds
618,Iranshahr,27.2025,60.6848,77.34,31,6,0.0,IR,2022-04-18 00:19:54,clear sky
619,Riviere-Au-Renard,48.9957,-64.3971,37.69,87,100,21.03,CA,2022-04-18 00:19:54,overcast clouds
620,Predivinsk,57.0669,93.4378,43.93,90,100,6.73,RU,2022-04-18 00:19:54,overcast clouds
621,Inverness,57.4791,-4.224,55.31,75,75,5.75,GB,2022-04-18 00:18:38,light rain
622,Vilhena,-12.7406,-60.1458,68.54,95,53,3.27,BR,2022-04-18 00:19:55,broken clouds
623,Sembe,1.6481,14.5806,70.68,98,100,1.48,CG,2022-04-18 00:19:55,light rain
624,San Vicente,-26.6167,-54.1333,55.67,85,5,1.99,AR,2022-04-18 00:19:56,clear sky
625,Tamandare,-8.7597,-35.1047,78.73,82,68,8.14,BR,2022-04-18 00:19:56,broken clouds
626,Jos,9.9167,8.9,66.67,87,100,4.27,NG,2022-04-18 00:19:56,moderate rain
627,Taree,-31.9,152.4667,74.1,78,12,2.3,AU,2022-04-18 00:19:57,few clouds
628,Natal,-5.795,-35.2094,80.82,89,20,6.91,BR,2022-04-18 00:19:56,few clouds
629,College,64.8569,-147.8028,40.98,25,0,5.75,US,2022-04-18 00:19:57,clear sky
630,Alamosa,37.4695,-105.87,64.38,11,0,18.41,US,2022-04-18 00:19:58,clear sky
631,Plastun,44.7561,136.2939,48.6,37,88,6.06,RU,2022-04-18 00:19:58,overcast clouds
632,Severobaykalsk,55.65,109.3167,34.65,100,100,1.23,RU,2022-04-18 00:19:59,overcast clouds
633,Ambagarh Chauki,20.7833,80.7167,79.07,48,3,10.49,IN,2022-04-18 00:19:59,clear sky
634,Maues,-3.3836,-57.7186,74.17,97,99,1.66,BR,2022-04-18 00:18:48,overcast clouds
635,Goderich,43.7501,-81.7165,36.91,64,21,9.22,CA,2022-04-18 00:15:26,few clouds
636,Pontianak,-0.0333,109.3333,76.98,94,40,5.75,ID,2022-04-18 00:15:11,light rain
637,Bell Ville,-32.6259,-62.6887,60.06,64,1,7.92,AR,2022-04-18 00:20:00,clear sky
638,Rybnaya Sloboda,55.4613,50.1409,34.59,98,100,5.55,RU,2022-04-18 00:20:00,light snow
639,Itaqui,-29.1253,-56.5531,60.93,80,37,7.09,BR,2022-04-18 00:20:01,scattered clouds
640,Itarema,-2.9248,-39.9167,77.31,88,91,5.88,BR,2022-04-18 00:20:02,moderate rain
641,Katangli,51.7102,143.2326,29.34,89,99,6.8,RU,2022-04-18 00:20:02,overcast clouds
642,Buenaventura,3.8801,-77.0312,75.11,96,100,2.77,CO,2022-04-18 00:20:04,light rain
643,Point Fortin,10.1833,-61.6833,79.86,75,66,14.0,TT,2022-04-18 00:20:04,broken clouds
644,Kiama,-34.6833,150.8667,73.45,69,81,5.46,AU,2022-04-18 00:20:05,broken clouds
645,Wukari,7.85,9.7833,80.96,73,100,5.88,NG,2022-04-18 00:20:06,light rain
646,Jinchang,38.4953,102.1739,41.25,40,25,2.95,CN,2022-04-18 00:20:06,scattered clouds
647,Tchibanga,-2.85,11.0333,72.18,98,100,1.03,GA,2022-04-18 00:20:06,light rain
648,Rio Gallegos,-51.6226,-69.2181,46.45,87,100,13.8,AR,2022-04-18 00:19:50,moderate rain
649,Bossangoa,6.4926,17.4552,75.11,76,87,10.04,CF,2022-04-18 00:21:07,light rain
650,Santa Cruz De La Palma,28.6835,-17.7642,73.54,43,100,14.97,ES,2022-04-18 00:21:07,overcast clouds
651,Luang Prabang,19.8856,102.1347,73.11,91,24,1.41,LA,2022-04-18 00:21:07,light rain
652,Saint-Augustin,51.226,-58.6502,35.76,99,100,15.39,CA,2022-04-18 00:21:08,overcast clouds
653,Sinnamary,5.3833,-52.95,77.34,87,48,10.78,GF,2022-04-18 00:21:08,scattered clouds
654,Merauke,-8.4667,140.3333,80.42,84,93,4.97,ID,2022-04-18 00:21:08,heavy intensity rain
655,Stralsund,54.3091,13.0818,42.06,71,10,3.69,DE,2022-04-18 00:21:09,clear sky
656,Shu,43.5983,73.7614,57.78,46,42,6.93,KZ,2022-04-18 00:21:09,scattered clouds
657,Zlitan,32.4674,14.5687,60.57,72,1,10.22,LY,2022-04-18 00:21:10,clear sky
658,Khorixas,-20.3667,14.9667,69.17,37,10,2.89,NA,2022-04-18 00:21:10,clear sky
659,Magadan,59.5667,150.8,25.92,70,100,1.83,RU,2022-04-18 00:21:10,overcast clouds
660,Martinsicuro,42.8811,13.9145,47.12,99,91,15.35,IT,2022-04-18 00:21:11,overcast clouds
661,Sinop,41.7711,34.8709,56.62,52,97,10.04,TR,2022-04-18 00:21:11,overcast clouds
662,Svay Rieng,11.0879,105.7993,81.07,76,98,7.07,KH,2022-04-18 00:21:11,overcast clouds
663,Yerbogachen,61.2767,108.0108,35.06,75,91,14.18,RU,2022-04-18 00:21:12,overcast clouds
664,Wanning,18.8003,110.3967,77.45,86,60,4.99,CN,2022-04-18 00:21:12,broken clouds
665,Fairbanks,64.8378,-147.7164,41.0,25,0,5.75,US,2022-04-18 00:20:33,clear sky
666,Yeppoon,-23.1333,150.7333,78.58,66,48,12.57,AU,2022-04-18 00:21:12,scattered clouds
667,Jackson,42.4165,-122.8345,62.74,47,0,4.61,US,2022-04-18 00:21:13,clear sky
668,Gornyy,55.1153,83.9059,38.41,94,46,6.62,RU,2022-04-18 00:21:13,scattered clouds
669,Prabumulih,-3.45,104.25,75.24,97,81,1.48,ID,2022-04-18 00:21:13,broken clouds
670,Roma,43.2128,-75.4557,39.96,57,0,8.05,US,2022-04-18 00:21:14,clear sky
671,Havre,49.5833,0.3333,48.6,93,100,14.97,FR,2022-04-18 00:21:14,fog
672,Asadabad,34.7824,48.1185,46.06,46,0,5.32,IR,2022-04-18 00:21:14,clear sky
673,Karwar,14.8,74.1333,78.49,85,15,4.76,IN,2022-04-18 00:21:15,few clouds
674,Walvis Bay,-22.9575,14.5053,63.84,68,5,5.86,NA,2022-04-18 00:16:57,clear sky
675,Marau,-28.4492,-52.2,56.21,91,59,3.67,BR,2022-04-18 00:21:15,broken clouds
676,Fort Nelson,58.8053,-122.7002,20.79,45,75,3.44,CA,2022-04-18 00:21:15,broken clouds
677,Csaszartoltes,46.4219,19.1836,36.16,64,2,7.45,HU,2022-04-18 00:21:16,clear sky
678,Chicama,-7.8447,-79.1469,63.14,76,5,7.92,PE,2022-04-18 00:21:16,clear sky
679,Hobyo,5.3505,48.5268,82.67,78,57,16.84,SO,2022-04-18 00:21:16,broken clouds
680,Otjiwarongo,-20.4637,16.6477,67.77,55,75,4.38,NA,2022-04-18 00:21:17,broken clouds
681,Saint-Joseph,-21.3667,55.6167,72.21,86,30,9.04,RE,2022-04-18 00:21:17,light rain
682,Sawakin,19.1059,37.3321,80.73,38,2,3.02,SD,2022-04-18 00:21:18,clear sky
683,Plouzane,48.3833,-4.6167,50.32,93,75,5.75,FR,2022-04-18 00:21:18,mist
684,Xuanhua,40.6103,115.0447,52.66,53,34,4.12,CN,2022-04-18 00:21:18,scattered clouds
685,Saint-Paul,-21.0096,55.2707,75.29,83,6,3.67,RE,2022-04-18 00:21:19,clear sky
686,Venezuela,8.0,-66.0,88.21,46,98,11.1,VE,2022-04-18 00:21:19,overcast clouds
687,Alihe,50.5667,123.7167,38.64,47,100,7.81,CN,2022-04-18 00:21:19,overcast clouds
688,Arkhara,49.4212,130.0842,39.2,58,17,3.89,RU,2022-04-18 00:21:20,few clouds
689,Bhimunipatnam,17.8833,83.4333,81.91,77,54,7.85,IN,2022-04-18 00:21:20,broken clouds
690,Pindushi,62.9152,34.58,34.52,99,100,3.11,RU,2022-04-18 00:21:21,overcast clouds
691,Tebingtinggi,3.3285,99.1625,76.39,92,99,3.83,ID,2022-04-18 00:21:21,overcast clouds
692,Isabela,6.7085,121.9711,86.05,80,100,9.46,PH,2022-04-18 00:21:21,overcast clouds
693,Sangar,63.9242,127.4739,25.25,83,100,19.37,RU,2022-04-18 00:21:22,overcast clouds
694,Vernon,50.2581,-119.2691,57.24,22,61,4.0,CA,2022-04-18 00:21:17,broken clouds
695,Nyimba,-14.5566,30.8149,65.41,90,24,3.31,ZM,2022-04-18 00:21:22,few clouds
696,Becsehely,46.4476,16.7771,39.85,65,43,6.85,HU,2022-04-18 00:22:22,scattered clouds
697,Gimli,50.6336,-96.9907,24.82,93,100,9.22,CA,2022-04-18 00:22:23,overcast clouds
698,Ziro,27.6333,93.8333,47.14,97,84,0.67,IN,2022-04-18 00:18:06,broken clouds
699,Maniitsoq,65.4167,-52.9,23.11,84,100,1.43,GL,2022-04-18 00:19:37,overcast clouds
700,Calvinia,-31.4707,19.776,61.09,45,1,5.26,ZA,2022-04-18 00:22:23,clear sky
701,Guapore,-28.8456,-51.8903,60.71,90,94,2.37,BR,2022-04-18 00:22:24,overcast clouds
702,Te Anau,-45.4167,167.7167,60.53,57,25,3.78,NZ,2022-04-18 00:22:24,scattered clouds
